name,value,date
中国香港,2051106,89
新西兰,1918070,89
斯洛伐克,1855129,89
佐治亚州,1785138,89
乔丹,1746997,89
Ireland,1677386,89
巴基斯坦,1574939,89
挪威,1467775,89
哈萨克斯坦,1395857,89
芬兰,1384654,89
保加利亚,1285855,89
立陶宛,1273554,89
摩洛哥,1267597,89
克罗地亚,1251655,89
斯洛文尼亚,1249572,89
黎巴嫩,1220157,89
危地马拉,1149459,89
突尼斯,1146991,89
哥斯达黎加,1143597,89
古巴,1111345,89
玻利维亚,1110256,89
阿拉伯联合酋长国,1042966,89
厄瓜多尔,1009958,89
尼泊尔,1000859,89
白俄罗斯,994037,89
巴拿马,995726,89
乌拉圭,992887,89
蒙古,990731,89
拉脱维亚,960450,89
沙特阿拉伯,825239,89
阿塞拜疆,824033,89
巴拉圭,718071,89
巴林,695279,89
斯里兰卡,671563,89
科威特,662359,89
多米尼加共和国,648216,89
缅甸,633075,89
巴勒斯坦,620816,89
塞浦路斯,610023,89
爱沙尼亚,608759,89
摩尔多瓦,594754,89
委内瑞拉,546937,89
中国,290787,90
美国,100279698,90
印度,44671119,90
法国,37442946,90
德国,36280371,90
巴西,35094130,90
韩国,26654729,90
意大利,24031538,90
英国,23977637,90
日本,23935445,90
俄罗斯,21545351,90
土耳其,17005537,90
西班牙,13573721,90
越南,11512138,90
澳大利亚,10564087,90
阿根廷,9723924,90
荷兰,8536849,90
中国台湾,8193072,90
伊朗,7559416,90
墨西哥,7125098,90
印度尼西亚,6620317,90
波兰,6349525,90
哥伦比亚,6312657,90
葡萄牙,5537108,90
奥地利,5524683,90
乌克兰,5329536,90
希腊,5306482,90
马来西亚,4971936,90
智利,4883582,90
朝鲜民主主义人民共和国,4772813,90
以色列,4708552,90
泰国,4702330,90
比利时,4629552,90
加拿大,4392747,90
瑞士,4276830,90
秘鲁,4197026,90
捷克,4168864,90
南非,4038501,90
菲律宾,4027469,90
罗马尼亚,3294447,90
丹麦,3144360,90
瑞典,2622790,90
伊拉克,2463021,90
塞尔维亚,2418973,90
匈牙利,2157995,90
新加坡,2157021,90
孟加拉国,2036416,90
中国香港,2051106,90
新西兰,1918070,90
斯洛伐克,1855129,90
佐治亚州,1785138,90
乔丹,1746997,90
Ireland,1677386,90
巴基斯坦,1574939,90
挪威,1467775,90
哈萨克斯坦,1395857,90
芬兰,1384654,90
保加利亚,1285855,90
立陶宛,1273554,90
摩洛哥,1267597,90
克罗地亚,1251655,90
斯洛文尼亚,1249572,90
黎巴嫩,1220157,90
危地马拉,1149459,90
突尼斯,1146991,90
哥斯达黎加,1143597,90
古巴,1111345,90
玻利维亚,1110256,90
阿拉伯联合酋长国,1042966,90
厄瓜多尔,1009958,90
尼泊尔,1000859,90
白俄罗斯,994037,90
巴拿马,995726,90
乌拉圭,992887,90
蒙古,990731,90
拉脱维亚,960450,90
沙特阿拉伯,825239,90
阿塞拜疆,824033,90
巴拉圭,718071,90
巴林,695279,90
斯里兰卡,671563,90
科威特,662359,90
多米尼加共和国,648216,90
缅甸,633075,90
巴勒斯坦,620816,90
塞浦路斯,610023,90
爱沙尼亚,608759,90
摩尔多瓦,594754,90
委内瑞拉,546937,90
埃及,515645,90
中国,290787,91
美国,100279698,91
印度,44671119,91
法国,37442946,91
德国,36280371,91
巴西,35094130,91
韩国,26654729,91
意大利,24031538,91
英国,23977637,91
日本,23935445,91
俄罗斯,21545351,91
土耳其,17005537,91
西班牙,13573721,91
越南,11512138,91
澳大利亚,10564087,91
阿根廷,9723924,91
荷兰,8536849,91
中国台湾,8193072,91
伊朗,7559416,91
墨西哥,7125098,91
印度尼西亚,6620317,91
波兰,6349525,91
哥伦比亚,6312657,91
葡萄牙,5537108,91
奥地利,5524683,91
乌克兰,5329536,91
希腊,5306482,91
马来西亚,4971936,91
智利,4883582,91
朝鲜民主主义人民共和国,4772813,91
以色列,4708552,91
泰国,4702330,91
比利时,4629552,91
加拿大,4392747,91
瑞士,4276830,91
秘鲁,4197026,91
捷克,4168864,91
南非,4038501,91
菲律宾,4027469,91
罗马尼亚,3294447,91
丹麦,3144360,91
瑞典,2622790,91
伊拉克,2463021,91
塞尔维亚,2418973,91
匈牙利,2157995,91
新加坡,2157021,91
孟加拉国,2036416,91
中国香港,2051106,91
新西兰,1918070,91
斯洛伐克,1855129,91
佐治亚州,1785138,91
乔丹,1746997,91
Ireland,1677386,91
巴基斯坦,1574939,91
挪威,1467775,91
哈萨克斯坦,1395857,91
芬兰,1384654,91
保加利亚,1285855,91
立陶宛,1273554,91
摩洛哥,1267597,91
克罗地亚,1251655,91
斯洛文尼亚,1249572,91
黎巴嫩,1220157,91
危地马拉,1149459,91
突尼斯,1146991,91
哥斯达黎加,1143597,91
古巴,1111345,91
玻利维亚,1110256,91
阿拉伯联合酋长国,1042966,91
厄瓜多尔,1009958,91
尼泊尔,1000859,91
白俄罗斯,994037,91
巴拿马,995726,91
乌拉圭,992887,91
蒙古,990731,91
拉脱维亚,960450,91
沙特阿拉伯,825239,91
阿塞拜疆,824033,91
巴拉圭,718071,91
巴林,695279,91
斯里兰卡,671563,91
科威特,662359,91
多米尼加共和国,648216,91
缅甸,633075,91
巴勒斯坦,620816,91
塞浦路斯,610023,91
爱沙尼亚,608759,91
摩尔多瓦,594754,91
委内瑞拉,546937,91
埃及,515645,91
利比亚,507078,91
中国,290787,92
美国,100279698,92
印度,44671119,92
法国,37442946,92
德国,36280371,92
巴西,35094130,92
韩国,26654729,92
意大利,24031538,92
英国,23977637,92
日本,23935445,92
俄罗斯,21545351,92
土耳其,17005537,92
西班牙,13573721,92
越南,11512138,92
澳大利亚,10564087,92
阿根廷,9723924,92
荷兰,8536849,92
中国台湾,8193072,92
伊朗,7559416,92
墨西哥,7125098,92
印度尼西亚,6620317,92
波兰,6349525,92
哥伦比亚,6312657,92
葡萄牙,5537108,92
奥地利,5524683,92
乌克兰,5329536,92
希腊,5306482,92
马来西亚,4971936,92
智利,4883582,92
朝鲜民主主义人民共和国,4772813,92
以色列,4708552,92
泰国,4702330,92
比利时,4629552,92
加拿大,4392747,92
瑞士,4276830,92
秘鲁,4197026,92
捷克,4168864,92
南非,4038501,92
菲律宾,4027469,92
罗马尼亚,3294447,92
丹麦,3144360,92
瑞典,2622790,92
伊拉克,2463021,92
塞尔维亚,2418973,92
匈牙利,2157995,92
新加坡,2157021,92
孟加拉国,2036416,92
中国香港,2051106,92
新西兰,1918070,92
斯洛伐克,1855129,92
佐治亚州,1785138,92
乔丹,1746997,92
Ireland,1677386,92
巴基斯坦,1574939,92
挪威,1467775,92
哈萨克斯坦,1395857,92
芬兰,1384654,92
保加利亚,1285855,92
立陶宛,1273554,92
摩洛哥,1267597,92
克罗地亚,1251655,92
斯洛文尼亚,1249572,92
黎巴嫩,1220157,92
危地马拉,1149459,92
突尼斯,1146991,92
哥斯达黎加,1143597,92
古巴,1111345,92
玻利维亚,1110256,92
阿拉伯联合酋长国,1042966,92
厄瓜多尔,1009958,92
尼泊尔,1000859,92
白俄罗斯,994037,92
巴拿马,995726,92
乌拉圭,992887,92
蒙古,990731,92
拉脱维亚,960450,92
沙特阿拉伯,825239,92
阿塞拜疆,824033,92
巴拉圭,718071,92
巴林,695279,92
斯里兰卡,671563,92
科威特,662359,92
多米尼加共和国,648216,92
缅甸,633075,92
巴勒斯坦,620816,92
塞浦路斯,610023,92
爱沙尼亚,608759,92
摩尔多瓦,594754,92
委内瑞拉,546937,92
埃及,515645,92
利比亚,507078,92
埃塞俄比亚,494349,92
中国,290787,93
美国,100279698,93
印度,44671119,93
法国,37442946,93
德国,36280371,93
巴西,35094130,93
韩国,26654729,93
意大利,24031538,93
英国,23977637,93
日本,23935445,93
俄罗斯,21545351,93
土耳其,17005537,93
西班牙,13573721,93
越南,11512138,93
澳大利亚,10564087,93
阿根廷,9723924,93
荷兰,8536849,93
中国台湾,8193072,93
伊朗,7559416,93
墨西哥,7125098,93
印度尼西亚,6620317,93
波兰,6349525,93
哥伦比亚,6312657,93
葡萄牙,5537108,93
奥地利,5524683,93
乌克兰,5329536,93
希腊,5306482,93
马来西亚,4971936,93
智利,4883582,93
朝鲜民主主义人民共和国,4772813,93
以色列,4708552,93
泰国,4702330,93
比利时,4629552,93
加拿大,4392747,93
瑞士,4276830,93
秘鲁,4197026,93
捷克,4168864,93
南非,4038501,93
菲律宾,4027469,93
罗马尼亚,3294447,93
丹麦,3144360,93
瑞典,2622790,93
伊拉克,2463021,93
塞尔维亚,2418973,93
匈牙利,2157995,93
新加坡,2157021,93
孟加拉国,2036416,93
中国香港,2051106,93
新西兰,1918070,93
斯洛伐克,1855129,93
佐治亚州,1785138,93
乔丹,1746997,93
Ireland,1677386,93
巴基斯坦,1574939,93
挪威,1467775,93
哈萨克斯坦,1395857,93
芬兰,1384654,93
保加利亚,1285855,93
立陶宛,1273554,93
摩洛哥,1267597,93
克罗地亚,1251655,93
斯洛文尼亚,1249572,93
黎巴嫩,1220157,93
危地马拉,1149459,93
突尼斯,1146991,93
哥斯达黎加,1143597,93
古巴,1111345,93
玻利维亚,1110256,93
阿拉伯联合酋长国,1042966,93
厄瓜多尔,1009958,93
尼泊尔,1000859,93
白俄罗斯,994037,93
巴拿马,995726,93
乌拉圭,992887,93
蒙古,990731,93
拉脱维亚,960450,93
沙特阿拉伯,825239,93
阿塞拜疆,824033,93
巴拉圭,718071,93
巴林,695279,93
斯里兰卡,671563,93
科威特,662359,93
多米尼加共和国,648216,93
缅甸,633075,93
巴勒斯坦,620816,93
塞浦路斯,610023,93
爱沙尼亚,608759,93
摩尔多瓦,594754,93
委内瑞拉,546937,93
埃及,515645,93
利比亚,507078,93
埃塞俄比亚,494349,93
卡塔尔,476454,93
中国,290787,94
美国,100279698,94
印度,44671119,94
法国,37442946,94
德国,36280371,94
巴西,35094130,94
韩国,26654729,94
意大利,24031538,94
英国,23977637,94
日本,23935445,94
俄罗斯,21545351,94
土耳其,17005537,94
西班牙,13573721,94
越南,11512138,94
澳大利亚,10564087,94
阿根廷,9723924,94
荷兰,8536849,94
中国台湾,8193072,94
伊朗,7559416,94
墨西哥,7125098,94
印度尼西亚,6620317,94
波兰,6349525,94
哥伦比亚,6312657,94
葡萄牙,5537108,94
奥地利,5524683,94
乌克兰,5329536,94
希腊,5306482,94
马来西亚,4971936,94
智利,4883582,94
朝鲜民主主义人民共和国,4772813,94
以色列,4708552,94
泰国,4702330,94
比利时,4629552,94
加拿大,4392747,94
瑞士,4276830,94
秘鲁,4197026,94
捷克,4168864,94
南非,4038501,94
菲律宾,4027469,94
罗马尼亚,3294447,94
丹麦,3144360,94
瑞典,2622790,94
伊拉克,2463021,94
塞尔维亚,2418973,94
匈牙利,2157995,94
新加坡,2157021,94
孟加拉国,2036416,94
中国香港,2051106,94
新西兰,1918070,94
斯洛伐克,1855129,94
佐治亚州,1785138,94
乔丹,1746997,94
Ireland,1677386,94
巴基斯坦,1574939,94
挪威,1467775,94
哈萨克斯坦,1395857,94
芬兰,1384654,94
保加利亚,1285855,94
立陶宛,1273554,94
摩洛哥,1267597,94
克罗地亚,1251655,94
斯洛文尼亚,1249572,94
黎巴嫩,1220157,94
危地马拉,1149459,94
突尼斯,1146991,94
哥斯达黎加,1143597,94
古巴,1111345,94
玻利维亚,1110256,94
阿拉伯联合酋长国,1042966,94
厄瓜多尔,1009958,94
尼泊尔,1000859,94
白俄罗斯,994037,94
巴拿马,995726,94
乌拉圭,992887,94
蒙古,990731,94
拉脱维亚,960450,94
沙特阿拉伯,825239,94
阿塞拜疆,824033,94
巴拉圭,718071,94
巴林,695279,94
斯里兰卡,671563,94
科威特,662359,94
多米尼加共和国,648216,94
缅甸,633075,94
巴勒斯坦,620816,94
塞浦路斯,610023,94
爱沙尼亚,608759,94
摩尔多瓦,594754,94
委内瑞拉,546937,94
埃及,515645,94
利比亚,507078,94
埃塞俄比亚,494349,94
卡塔尔,476454,94
留尼汪岛(法国海外省),475195,94
中国,290787,95
美国,100279698,95
印度,44671119,95
法国,37442946,95
德国,36280371,95
巴西,35094130,95
韩国,26654729,95
意大利,24031538,95
英国,23977637,95
日本,23935445,95
俄罗斯,21545351,95
土耳其,17005537,95
西班牙,13573721,95
越南,11512138,95
澳大利亚,10564087,95
阿根廷,9723924,95
荷兰,8536849,95
中国台湾,8193072,95
伊朗,7559416,95
墨西哥,7125098,95
印度尼西亚,6620317,95
波兰,6349525,95
哥伦比亚,6312657,95
葡萄牙,5537108,95
奥地利,5524683,95
乌克兰,5329536,95
希腊,5306482,95
马来西亚,4971936,95
智利,4883582,95
朝鲜民主主义人民共和国,4772813,95
以色列,4708552,95
泰国,4702330,95
比利时,4629552,95
加拿大,4392747,95
瑞士,4276830,95
秘鲁,4197026,95
捷克,4168864,95
南非,4038501,95
菲律宾,4027469,95
罗马尼亚,3294447,95
丹麦,3144360,95
瑞典,2622790,95
伊拉克,2463021,95
塞尔维亚,2418973,95
匈牙利,2157995,95
新加坡,2157021,95
孟加拉国,2036416,95
中国香港,2051106,95
新西兰,1918070,95
斯洛伐克,1855129,95
佐治亚州,1785138,95
乔丹,1746997,95
Ireland,1677386,95
巴基斯坦,1574939,95
挪威,1467775,95
哈萨克斯坦,1395857,95
芬兰,1384654,95
保加利亚,1285855,95
立陶宛,1273554,95
摩洛哥,1267597,95
克罗地亚,1251655,95
斯洛文尼亚,1249572,95
黎巴嫩,1220157,95
危地马拉,1149459,95
突尼斯,1146991,95
哥斯达黎加,1143597,95
古巴,1111345,95
玻利维亚,1110256,95
阿拉伯联合酋长国,1042966,95
厄瓜多尔,1009958,95
尼泊尔,1000859,95
白俄罗斯,994037,95
巴拿马,995726,95
乌拉圭,992887,95
蒙古,990731,95
拉脱维亚,960450,95
沙特阿拉伯,825239,95
阿塞拜疆,824033,95
巴拉圭,718071,95
巴林,695279,95
斯里兰卡,671563,95
科威特,662359,95
多米尼加共和国,648216,95
缅甸,633075,95
巴勒斯坦,620816,95
塞浦路斯,610023,95
爱沙尼亚,608759,95
摩尔多瓦,594754,95
委内瑞拉,546937,95
埃及,515645,95
利比亚,507078,95
埃塞俄比亚,494349,95
卡塔尔,476454,95
留尼汪岛(法国海外省),475195,95
洪都拉斯,457676,95
中国,290787,96
美国,100279698,96
印度,44671119,96
法国,37442946,96
德国,36280371,96
巴西,35094130,96
韩国,26654729,96
意大利,24031538,96
英国,23977637,96
日本,23935445,96
俄罗斯,21545351,96
土耳其,17005537,96
西班牙,13573721,96
越南,11512138,96
澳大利亚,10564087,96
阿根廷,9723924,96
荷兰,8536849,96
中国台湾,8193072,96
伊朗,7559416,96
墨西哥,7125098,96
印度尼西亚,6620317,96
波兰,6349525,96
哥伦比亚,6312657,96
葡萄牙,5537108,96
奥地利,5524683,96
乌克兰,5329536,96
希腊,5306482,96
马来西亚,4971936,96
智利,4883582,96
朝鲜民主主义人民共和国,4772813,96
以色列,4708552,96
泰国,4702330,96
比利时,4629552,96
加拿大,4392747,96
瑞士,4276830,96
秘鲁,4197026,96
捷克,4168864,96
南非,4038501,96
菲律宾,4027469,96
罗马尼亚,3294447,96
丹麦,3144360,96
瑞典,2622790,96
伊拉克,2463021,96
塞尔维亚,2418973,96
匈牙利,2157995,96
新加坡,2157021,96
孟加拉国,2036416,96
中国香港,2051106,96
新西兰,1918070,96
斯洛伐克,1855129,96
佐治亚州,1785138,96
乔丹,1746997,96
Ireland,1677386,96
巴基斯坦,1574939,96
挪威,1467775,96
哈萨克斯坦,1395857,96
芬兰,1384654,96
保加利亚,1285855,96
立陶宛,1273554,96
摩洛哥,1267597,96
克罗地亚,1251655,96
斯洛文尼亚,1249572,96
黎巴嫩,1220157,96
危地马拉,1149459,96
突尼斯,1146991,96
哥斯达黎加,1143597,96
古巴,1111345,96
玻利维亚,1110256,96
阿拉伯联合酋长国,1042966,96
厄瓜多尔,1009958,96
尼泊尔,1000859,96
白俄罗斯,994037,96
巴拿马,995726,96
乌拉圭,992887,96
蒙古,990731,96
拉脱维亚,960450,96
沙特阿拉伯,825239,96
阿塞拜疆,824033,96
巴拉圭,718071,96
巴林,695279,96
斯里兰卡,671563,96
科威特,662359,96
多米尼加共和国,648216,96
缅甸,633075,96
巴勒斯坦,620816,96
塞浦路斯,610023,96
爱沙尼亚,608759,96
摩尔多瓦,594754,96
委内瑞拉,546937,96
埃及,515645,96
利比亚,507078,96
埃塞俄比亚,494349,96
卡塔尔,476454,96
留尼汪岛(法国海外省),475195,96
洪都拉斯,457676,96
亚美尼亚,445631,96
中国,290787,97
美国,100279698,97
印度,44671119,97
法国,37442946,97
德国,36280371,97
巴西,35094130,97
韩国,26654729,97
意大利,24031538,97
英国,23977637,97
日本,23935445,97
俄罗斯,21545351,97
土耳其,17005537,97
西班牙,13573721,97
越南,11512138,97
澳大利亚,10564087,97
阿根廷,9723924,97
荷兰,8536849,97
中国台湾,8193072,97
伊朗,7559416,97
墨西哥,7125098,97
印度尼西亚,6620317,97
波兰,6349525,97
哥伦比亚,6312657,97
葡萄牙,5537108,97
奥地利,5524683,97
乌克兰,5329536,97
希腊,5306482,97
马来西亚,4971936,97
智利,4883582,97
朝鲜民主主义人民共和国,4772813,97
以色列,4708552,97
泰国,4702330,97
比利时,4629552,97
加拿大,4392747,97
瑞士,4276830,97
秘鲁,4197026,97
捷克,4168864,97
南非,4038501,97
菲律宾,4027469,97
罗马尼亚,3294447,97
丹麦,3144360,97
瑞典,2622790,97
伊拉克,2463021,97
塞尔维亚,2418973,97
匈牙利,2157995,97
新加坡,2157021,97
孟加拉国,2036416,97
中国香港,2051106,97
新西兰,1918070,97
斯洛伐克,1855129,97
佐治亚州,1785138,97
乔丹,1746997,97
Ireland,1677386,97
巴基斯坦,1574939,97
挪威,1467775,97
哈萨克斯坦,1395857,97
芬兰,1384654,97
保加利亚,1285855,97
立陶宛,1273554,97
摩洛哥,1267597,97
克罗地亚,1251655,97
斯洛文尼亚,1249572,97
黎巴嫩,1220157,97
危地马拉,1149459,97
突尼斯,1146991,97
哥斯达黎加,1143597,97
古巴,1111345,97
玻利维亚,1110256,97
阿拉伯联合酋长国,1042966,97
厄瓜多尔,1009958,97
尼泊尔,1000859,97
白俄罗斯,994037,97
巴拿马,995726,97
乌拉圭,992887,97
蒙古,990731,97
拉脱维亚,960450,97
沙特阿拉伯,825239,97
阿塞拜疆,824033,97
巴拉圭,718071,97
巴林,695279,97
斯里兰卡,671563,97
科威特,662359,97
多米尼加共和国,648216,97
缅甸,633075,97
巴勒斯坦,620816,97
塞浦路斯,610023,97
爱沙尼亚,608759,97
摩尔多瓦,594754,97
委内瑞拉,546937,97
埃及,515645,97
利比亚,507078,97
埃塞俄比亚,494349,97
卡塔尔,476454,97
留尼汪岛(法国海外省),475195,97
洪都拉斯,457676,97
亚美尼亚,445631,97
波斯尼亚和黑塞哥维那,400412,97
中国,290787,98
美国,100279698,98
印度,44671119,98
法国,37442946,98
德国,36280371,98
巴西,35094130,98
韩国,26654729,98
意大利,24031538,98
英国,23977637,98
日本,23935445,98
俄罗斯,21545351,98
土耳其,17005537,98
西班牙,13573721,98
越南,11512138,98
澳大利亚,10564087,98
阿根廷,9723924,98
荷兰,8536849,98
中国台湾,8193072,98
伊朗,7559416,98
墨西哥,7125098,98
印度尼西亚,6620317,98
波兰,6349525,98
哥伦比亚,6312657,98
葡萄牙,5537108,98
奥地利,5524683,98
乌克兰,5329536,98
希腊,5306482,98
马来西亚,4971936,98
智利,4883582,98
朝鲜民主主义人民共和国,4772813,98
以色列,4708552,98
泰国,4702330,98
比利时,4629552,98
加拿大,4392747,98
瑞士,4276830,98
秘鲁,4197026,98
捷克,4168864,98
南非,4038501,98
菲律宾,4027469,98
罗马尼亚,3294447,98
丹麦,3144360,98
瑞典,2622790,98
伊拉克,2463021,98
塞尔维亚,2418973,98
匈牙利,2157995,98
新加坡,2157021,98
孟加拉国,2036416,98
中国香港,2051106,98
新西兰,1918070,98
斯洛伐克,1855129,98
佐治亚州,1785138,98
乔丹,1746997,98
Ireland,1677386,98
巴基斯坦,1574939,98
挪威,1467775,98
哈萨克斯坦,1395857,98
芬兰,1384654,98
保加利亚,1285855,98
立陶宛,1273554,98
摩洛哥,1267597,98
克罗地亚,1251655,98
斯洛文尼亚,1249572,98
黎巴嫩,1220157,98
危地马拉,1149459,98
突尼斯,1146991,98
哥斯达黎加,1143597,98
古巴,1111345,98
玻利维亚,1110256,98
阿拉伯联合酋长国,1042966,98
厄瓜多尔,1009958,98
尼泊尔,1000859,98
白俄罗斯,994037,98
巴拿马,995726,98
乌拉圭,992887,98
蒙古,990731,98
拉脱维亚,960450,98
沙特阿拉伯,825239,98
阿塞拜疆,824033,98
巴拉圭,718071,98
巴林,695279,98
斯里兰卡,671563,98
科威特,662359,98
多米尼加共和国,648216,98
缅甸,633075,98
巴勒斯坦,620816,98
塞浦路斯,610023,98
爱沙尼亚,608759,98
摩尔多瓦,594754,98
委内瑞拉,546937,98
埃及,515645,98
利比亚,507078,98
埃塞俄比亚,494349,98
卡塔尔,476454,98
留尼汪岛(法国海外省),475195,98
洪都拉斯,457676,98
亚美尼亚,445631,98
波斯尼亚和黑塞哥维那,400412,98
阿曼,399027,98
中国,290787,99
美国,100279698,99
印度,44671119,99
法国,37442946,99
德国,36280371,99
巴西,35094130,99
韩国,26654729,99
意大利,24031538,99
英国,23977637,99
日本,23935445,99
俄罗斯,21545351,99
土耳其,17005537,99
西班牙,13573721,99
越南,11512138,99
澳大利亚,10564087,99
阿根廷,9723924,99
荷兰,8536849,99
中国台湾,8193072,99
伊朗,7559416,99
墨西哥,7125098,99
印度尼西亚,6620317,99
波兰,6349525,99
哥伦比亚,6312657,99
葡萄牙,5537108,99
奥地利,5524683,99
乌克兰,5329536,99
希腊,5306482,99
马来西亚,4971936,99
智利,4883582,99
朝鲜民主主义人民共和国,4772813,99
以色列,4708552,99
泰国,4702330,99
比利时,4629552,99
加拿大,4392747,99
瑞士,4276830,99
秘鲁,4197026,99
捷克,4168864,99
南非,4038501,99
菲律宾,4027469,99
罗马尼亚,3294447,99
丹麦,3144360,99
瑞典,2622790,99
伊拉克,2463021,99
塞尔维亚,2418973,99
匈牙利,2157995,99
新加坡,2157021,99
孟加拉国,2036416,99
中国香港,2051106,99
新西兰,1918070,99
斯洛伐克,1855129,99
佐治亚州,1785138,99
乔丹,1746997,99
Ireland,1677386,99
巴基斯坦,1574939,99
挪威,1467775,99
哈萨克斯坦,1395857,99
芬兰,1384654,99
保加利亚,1285855,99
立陶宛,1273554,99
摩洛哥,1267597,99
克罗地亚,1251655,99
斯洛文尼亚,1249572,99
黎巴嫩,1220157,99
危地马拉,1149459,99
突尼斯,1146991,99
哥斯达黎加,1143597,99
古巴,1111345,99
玻利维亚,1110256,99
阿拉伯联合酋长国,1042966,99
厄瓜多尔,1009958,99
尼泊尔,1000859,99
白俄罗斯,994037,99
巴拿马,995726,99
乌拉圭,992887,99
蒙古,990731,99
拉脱维亚,960450,99
沙特阿拉伯,825239,99
阿塞拜疆,824033,99
巴拉圭,718071,99
巴林,695279,99
斯里兰卡,671563,99
科威特,662359,99
多米尼加共和国,648216,99
缅甸,633075,99
巴勒斯坦,620816,99
塞浦路斯,610023,99
爱沙尼亚,608759,99
摩尔多瓦,594754,99
委内瑞拉,546937,99
埃及,515645,99
利比亚,507078,99
埃塞俄比亚,494349,99
卡塔尔,476454,99
留尼汪岛(法国海外省),475195,99
洪都拉斯,457676,99
亚美尼亚,445631,99
波斯尼亚和黑塞哥维那,400412,99
阿曼,399027,99
北马其顿,344531,99
中国,290787,100
美国,100279698,100
印度,44671119,100
法国,37442946,100
德国,36280371,100
巴西,35094130,100
韩国,26654729,100
意大利,24031538,100
英国,23977637,100
日本,23935445,100
俄罗斯,21545351,100
土耳其,17005537,100
西班牙,13573721,100
越南,11512138,100
澳大利亚,10564087,100
阿根廷,9723924,100
荷兰,8536849,100
中国台湾,8193072,100
伊朗,7559416,100
墨西哥,7125098,100
印度尼西亚,6620317,100
波兰,6349525,100
哥伦比亚,6312657,100
葡萄牙,5537108,100
奥地利,5524683,100
乌克兰,5329536,100
希腊,5306482,100
马来西亚,4971936,100
智利,4883582,100
朝鲜民主主义人民共和国,4772813,100
以色列,4708552,100
泰国,4702330,100
比利时,4629552,100
加拿大,4392747,100
瑞士,4276830,100
秘鲁,4197026,100
捷克,4168864,100
南非,4038501,100
菲律宾,4027469,100
罗马尼亚,3294447,100
丹麦,3144360,100
瑞典,2622790,100
伊拉克,2463021,100
塞尔维亚,2418973,100
匈牙利,2157995,100
新加坡,2157021,100
孟加拉国,2036416,100
中国香港,2051106,100
新西兰,1918070,100
斯洛伐克,1855129,100
佐治亚州,1785138,100
乔丹,1746997,100
Ireland,1677386,100
巴基斯坦,1574939,100
挪威,1467775,100
哈萨克斯坦,1395857,100
芬兰,1384654,100
保加利亚,1285855,100
立陶宛,1273554,100
摩洛哥,1267597,100
克罗地亚,1251655,100
斯洛文尼亚,1249572,100
黎巴嫩,1220157,100
危地马拉,1149459,100
突尼斯,1146991,100
哥斯达黎加,1143597,100
古巴,1111345,100
玻利维亚,1110256,100
阿拉伯联合酋长国,1042966,100
厄瓜多尔,1009958,100
尼泊尔,1000859,100
白俄罗斯,994037,100
巴拿马,995726,100
乌拉圭,992887,100
蒙古,990731,100
拉脱维亚,960450,100
沙特阿拉伯,825239,100
阿塞拜疆,824033,100
巴拉圭,718071,100
巴林,695279,100
斯里兰卡,671563,100
科威特,662359,100
多米尼加共和国,648216,100
缅甸,633075,100
巴勒斯坦,620816,100
塞浦路斯,610023,100
爱沙尼亚,608759,100
摩尔多瓦,594754,100
委内瑞拉,546937,100
埃及,515645,100
利比亚,507078,100
埃塞俄比亚,494349,100
卡塔尔,476454,100
留尼汪岛(法国海外省),475195,100
洪都拉斯,457676,100
亚美尼亚,445631,100
波斯尼亚和黑塞哥维那,400412,100
阿曼,399027,100
北马其顿,344531,100
肯尼亚,341116,100
中国,290787,101
美国,100279698,101
印度,44671119,101
法国,37442946,101
德国,36280371,101
巴西,35094130,101
韩国,26654729,101
意大利,24031538,101
英国,23977637,101
日本,23935445,101
俄罗斯,21545351,101
土耳其,17005537,101
西班牙,13573721,101
越南,11512138,101
澳大利亚,10564087,101
阿根廷,9723924,101
荷兰,8536849,101
中国台湾,8193072,101
伊朗,7559416,101
墨西哥,7125098,101
印度尼西亚,6620317,101
波兰,6349525,101
哥伦比亚,6312657,101
葡萄牙,5537108,101
奥地利,5524683,101
乌克兰,5329536,101
希腊,5306482,101
马来西亚,4971936,101
智利,4883582,101
朝鲜民主主义人民共和国,4772813,101
以色列,4708552,101
泰国,4702330,101
比利时,4629552,101
加拿大,4392747,101
瑞士,4276830,101
秘鲁,4197026,101
捷克,4168864,101
南非,4038501,101
菲律宾,4027469,101
罗马尼亚,3294447,101
丹麦,3144360,101
瑞典,2622790,101
伊拉克,2463021,101
塞尔维亚,2418973,101
匈牙利,2157995,101
新加坡,2157021,101
孟加拉国,2036416,101
中国香港,2051106,101
新西兰,1918070,101
斯洛伐克,1855129,101
佐治亚州,1785138,101
乔丹,1746997,101
Ireland,1677386,101
巴基斯坦,1574939,101
挪威,1467775,101
哈萨克斯坦,1395857,101
芬兰,1384654,101
保加利亚,1285855,101
立陶宛,1273554,101
摩洛哥,1267597,101
克罗地亚,1251655,101
斯洛文尼亚,1249572,101
黎巴嫩,1220157,101
危地马拉,1149459,101
突尼斯,1146991,101
哥斯达黎加,1143597,101
古巴,1111345,101
玻利维亚,1110256,101
阿拉伯联合酋长国,1042966,101
厄瓜多尔,1009958,101
尼泊尔,1000859,101
白俄罗斯,994037,101
巴拿马,995726,101
乌拉圭,992887,101
蒙古,990731,101
拉脱维亚,960450,101
沙特阿拉伯,825239,101
阿塞拜疆,824033,101
巴拉圭,718071,101
